Device_ID,Latitude,Longitude,Time_In,Time_Out,Category,Gender,Age,Date,Days
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,21-Aug-20,Friday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,21-Aug-20,Friday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,21-Aug-20,Friday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,21-Aug-20,Friday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,21-Aug-20,Friday
12,41.886568,-87.648314,20:00,21:15,Food,Female,24,21-Aug-20,Friday
12,41.884656,-87.650266,21:20,21:45,Food,Female,24,21-Aug-20,Friday
12,41.893603,-87.628412,22:00,23:59,Home,Female,24,21-Aug-20,Friday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,22-Aug-20,Saturday
12,41.893485,-87.626277,12:05,12:30,Groceries,Female,24,22-Aug-20,Saturday
12,41.893603,-87.628412,12:35,13:30,Home,Female,24,22-Aug-20,Saturday
12,41.899279,-87.630571,13:45,14:05,Park,Female,24,22-Aug-20,Saturday
12,41.893603,-87.628412,14:20,23:00,Home,Female,24,22-Aug-20,Saturday
12,41.893676,-87.635933,11:15,23:59,Entertainment,Female,24,22-Aug-20,Saturday
12,41.893676,-87.635933,0:00,2:00,Entertainment,Female,24,23-Aug-20,Sunday
12,41.893603,-87.628412,2:20,12:00,Home,Female,24,23-Aug-20,Sunday
12,41.894259,-87.629464,12:04,12:10,Food,Female,24,23-Aug-20,Sunday
12,41.893603,-87.628412,12:15,14:00,Home,Female,24,23-Aug-20,Sunday
12,41.890821,-87.615527,14:22,19:05,Food,Female,24,23-Aug-20,Sunday
12,41.893603,-87.628412,19:14,23:59,Home,Female,24,23-Aug-20,Sunday
12,41.893603,-87.628412,0:00,9:40,Home,Female,24,24-Aug-20,Monday
12,41.897651,-87.628392,9:45,9:50,Food,Female,24,24-Aug-20,Monday
12,41.897162,-87.627141,9:55,12:00,School,Female,24,24-Aug-20,Monday
12,41.896451,-87.625853,12:06,12:18,Food,Female,24,24-Aug-20,Monday
12,41.893603,-87.628412,12:26,16:45,Home,Female,24,24-Aug-20,Monday
12,41.897162,-87.627141,16:55,18:50,School,Female,24,24-Aug-20,Monday
12,41.893603,-87.628412,19:00,23:59,Home,Female,24,24-Aug-20,Monday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,25-Aug-20,Tuesday
12,41.880585,-87.62749,8:45,8:50,Food,Female,24,25-Aug-20,Tuesday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,25-Aug-20,Tuesday
12,41.882201,-87.629057,12:06,13:00,Food,Female,24,25-Aug-20,Tuesday
12,41.880381,-87.629817,13:06,17:00,Work,Female,24,25-Aug-20,Tuesday
12,41.897162,-87.627141,17:30,20:00,School,Female,24,25-Aug-20,Tuesday
12,41.893603,-87.628412,20:10,23:59,Home,Female,24,26-Aug-20,Wednesday
12,41.893603,-87.628412,0:00,12:50,Home,Female,24,26-Aug-20,Wednesday
12,41.897162,-87.627141,13:00,15:05,School,Female,24,26-Aug-20,Wednesday
12,41.893603,-87.628412,15:12,17:30,Home,Female,24,26-Aug-20,Wednesday
12,41.883024,-87.626631,18:00,19:00,Hospital,Female,24,26-Aug-20,Wednesday
12,41.893603,-87.628412,19:15,23:59,Home,Female,24,26-Aug-20,Wednesday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,27-Aug-20,Thursday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,27-Aug-20,Thursday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,27-Aug-20,Thursday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,27-Aug-20,Thursday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,27-Aug-20,Thursday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,27-Aug-20,Thursday
12,41.903395,-87.675118,20:00,21:30,Food,Female,24,27-Aug-20,Thursday
12,41.903008,-87.67094,21:35,23:00,Food,Female,24,27-Aug-20,Thursday
12,41.893603,-87.628412,23:15,23:59,Home,Female,24,27-Aug-20,Thursday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,28-Aug-20,Friday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,28-Aug-20,Friday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,28-Aug-20,Friday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,28-Aug-20,Friday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,28-Aug-20,Friday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,28-Aug-20,Friday
12,41.886568,-87.648314,20:00,21:15,Food,Female,24,28-Aug-20,Friday
12,41.884656,-87.650266,21:20,21:45,Food,Female,24,28-Aug-20,Friday
12,41.893603,-87.628412,22:00,23:59,Home,Female,24,28-Aug-20,Friday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,29-Aug-20,Saturday
12,41.893485,-87.626277,12:05,12:30,Groceries,Female,24,29-Aug-20,Saturday
12,41.893603,-87.628412,12:35,13:30,Home,Female,24,29-Aug-20,Saturday
12,41.899279,-87.630571,13:45,14:05,Park,Female,24,29-Aug-20,Saturday
12,41.893603,-87.628412,14:20,20:00,Home,Female,24,29-Aug-20,Saturday
12,41.896074,-87.624952,20:17,22:00,Entertainment,Female,24,29-Aug-20,Saturday
12,41.893603,-87.628412,22:08,23:59,Home,Female,24,29-Aug-20,Saturday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,30-Aug-20,Sunday
12,41.894259,-87.629464,12:03,12:06,Food,Female,24,30-Aug-20,Sunday
12,41.893603,-87.628412,12:10,14:00,Home,Female,24,30-Aug-20,Sunday
12,41.89705,-87.628451,14:10,15:20,Food,Female,24,30-Aug-20,Sunday
12,41.890821,-87.615527,15:40,19:00,Food,Female,24,30-Aug-20,Sunday
12,41.893603,-87.628412,19:07,23:59,Home,Female,24,30-Aug-20,Sunday
12,41.893603,-87.628412,0:00,9:40,Home,Female,24,31-Aug-20,Monday
12,41.897651,-87.628392,9:45,9:50,Food,Female,24,31-Aug-20,Monday
12,41.897162,-87.627141,9:55,12:00,School,Female,24,31-Aug-20,Monday
12,41.896943,-87.627168,12:03,12:18,Food,Female,24,31-Aug-20,Monday
12,41.893603,-87.628412,12:26,16:45,Home,Female,24,31-Aug-20,Monday
12,41.897162,-87.627141,16:55,18:50,School,Female,24,31-Aug-20,Monday
12,41.893603,-87.628412,19:00,23:59,Home,Female,24,31-Aug-20,Monday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,1-Sep-20,Tuesday
12,41.880585,-87.62749,8:45,8:50,Food,Female,24,1-Sep-20,Tuesday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,1-Sep-20,Tuesday
12,41.882201,-87.629057,12:06,13:00,Food,Female,24,1-Sep-20,Tuesday
12,41.880381,-87.629817,13:06,17:00,Work,Female,24,1-Sep-20,Tuesday
12,41.897162,-87.627141,17:30,20:00,School,Female,24,1-Sep-20,Tuesday
12,41.893603,-87.628412,20:10,23:59,Home,Female,24,2-Sep-20,Wednesday
12,41.893603,-87.628412,0:00,12:50,Home,Female,24,2-Sep-20,Wednesday
12,41.897162,-87.627141,13:00,15:05,School,Female,24,2-Sep-20,Wednesday
12,41.893603,-87.628412,15:12,17:30,Home,Female,24,2-Sep-20,Wednesday
12,41.883024,-87.626631,18:00,19:00,Hospital,Female,24,2-Sep-20,Wednesday
12,41.893603,-87.628412,19:15,23:59,Home,Female,24,2-Sep-20,Wednesday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,3-Sep-20,Thursday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,3-Sep-20,Thursday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,3-Sep-20,Thursday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,3-Sep-20,Thursday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,3-Sep-20,Thursday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,3-Sep-20,Thursday
12,41.903395,-87.675118,20:00,21:30,Food,Female,24,3-Sep-20,Thursday
12,41.903008,-87.67094,21:35,23:00,Food,Female,24,3-Sep-20,Thursday
12,41.893603,-87.628412,23:15,23:59,Home,Female,24,3-Sep-20,Thursday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,4-Sep-20,Friday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,4-Sep-20,Friday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,4-Sep-20,Friday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,4-Sep-20,Friday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,4-Sep-20,Friday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,4-Sep-20,Friday
12,41.886568,-87.648314,20:00,21:15,Food,Female,24,4-Sep-20,Friday
12,41.884656,-87.650266,21:20,21:45,Food,Female,24,4-Sep-20,Friday
12,41.893603,-87.628412,22:00,23:59,Home,Female,24,4-Sep-20,Friday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,5-Sep-20,Saturday
12,41.893485,-87.626277,12:05,12:30,Groceries,Female,24,5-Sep-20,Saturday
12,41.893603,-87.628412,12:35,13:30,Home,Female,24,5-Sep-20,Saturday
12,41.899279,-87.630571,13:45,14:05,Park,Female,24,5-Sep-20,Saturday
12,41.893603,-87.628412,14:20,23:00,Home,Female,24,5-Sep-20,Saturday
12,41.893676,-87.635933,11:15,23:59,Entertainment,Female,24,5-Sep-20,Saturday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,6-Sep-20,Sunday
12,41.894259,-87.629464,12:03,12:06,Food,Female,24,6-Sep-20,Sunday
12,41.893603,-87.628412,12:10,14:00,Home,Female,24,6-Sep-20,Sunday
12,41.89705,-87.628451,14:10,15:20,Food,Female,24,6-Sep-20,Sunday
12,41.890821,-87.615527,15:40,19:00,Food,Female,24,6-Sep-20,Sunday
12,41.893603,-87.628412,19:07,23:59,Home,Female,24,6-Sep-20,Sunday
12,41.893603,-87.628412,0:00,9:40,Home,Female,24,7-Sep-20,Monday
12,41.897651,-87.628392,9:45,9:50,Food,Female,24,7-Sep-20,Monday
12,41.897162,-87.627141,9:55,12:00,School,Female,24,7-Sep-20,Monday
12,41.896943,-87.627168,12:03,12:18,Food,Female,24,7-Sep-20,Monday
12,41.893603,-87.628412,12:26,16:45,Home,Female,24,7-Sep-20,Monday
12,41.897162,-87.627141,16:55,18:50,School,Female,24,7-Sep-20,Monday
12,41.893603,-87.628412,19:00,23:59,Home,Female,24,7-Sep-20,Monday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,8-Sep-20,Tuesday
12,41.880585,-87.62749,8:45,8:50,Food,Female,24,8-Sep-20,Tuesday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,8-Sep-20,Tuesday
12,41.882201,-87.629057,12:06,13:00,Food,Female,24,8-Sep-20,Tuesday
12,41.880381,-87.629817,13:06,17:00,Work,Female,24,8-Sep-20,Tuesday
12,41.897162,-87.627141,17:30,20:00,School,Female,24,8-Sep-20,Tuesday
12,41.893603,-87.628412,20:10,23:59,Home,Female,24,9-Sep-20,Wednesday
12,41.893603,-87.628412,0:00,12:50,Home,Female,24,9-Sep-20,Wednesday
12,41.897162,-87.627141,13:00,15:05,School,Female,24,9-Sep-20,Wednesday
12,41.893603,-87.628412,15:12,17:30,Home,Female,24,9-Sep-20,Wednesday
12,41.883024,-87.626631,18:00,19:00,Hospital,Female,24,9-Sep-20,Wednesday
12,41.893603,-87.628412,19:15,23:59,Home,Female,24,9-Sep-20,Wednesday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,10-Sep-20,Thursday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,10-Sep-20,Thursday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,10-Sep-20,Thursday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,10-Sep-20,Thursday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,10-Sep-20,Thursday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,10-Sep-20,Thursday
12,41.903395,-87.675118,20:00,21:30,Food,Female,24,10-Sep-20,Thursday
12,41.903008,-87.67094,21:35,23:00,Food,Female,24,10-Sep-20,Thursday
12,41.893603,-87.628412,23:15,23:59,Home,Female,24,10-Sep-20,Thursday
12,41.893603,-87.628412,0:00,8:30,Home,Female,24,11-Sep-20,Friday
12,41.880381,-87.629817,8:55,12:00,Work,Female,24,11-Sep-20,Friday
12,41.880585,-87.62749,12:05,12:10,Food,Female,24,11-Sep-20,Friday
12,41.880381,-87.629817,12:15,17:00,Work,Female,24,11-Sep-20,Friday
12,41.897162,-87.627141,17:30,19:00,School,Female,24,11-Sep-20,Friday
12,41.893603,-87.628412,19:08,19:45,Home,Female,24,11-Sep-20,Friday
12,41.886568,-87.648314,20:00,21:15,Food,Female,24,11-Sep-20,Friday
12,41.884656,-87.650266,21:20,21:45,Food,Female,24,11-Sep-20,Friday
12,41.893603,-87.628412,22:00,23:59,Home,Female,24,11-Sep-20,Friday
12,41.893603,-87.628412,0:00,12:00,Home,Female,24,12-Sep-20,Saturday
12,41.893485,-87.626277,12:05,12:30,Groceries,Female,24,12-Sep-20,Saturday
12,41.893603,-87.628412,12:35,13:30,Home,Female,24,12-Sep-20,Saturday
12,41.899279,-87.630571,13:45,14:05,Park,Female,24,12-Sep-20,Saturday
12,41.893603,-87.628412,14:20,23:00,Home,Female,24,12-Sep-20,Saturday
12,41.893676,-87.635933,11:15,23:59,Entertainment,Female,24,12-Sep-20,Saturday
13,39.385061,-76.665033,0:00,11:30,Home,Female,24,16-Aug-20,Sunday
13,39.282949,-76.593005,12:02,13:15,Food,Female,24,16-Aug-20,Sunday
13,39.282142,-76.591766,13:32,15:15,Food,Female,24,16-Aug-20,Sunday
13,39.368574,-76.649908,15:35,15:55,Groceries,Female,24,16-Aug-20,Sunday
13,39.385061,-76.665033,16:05,23:59,Home,Female,24,16-Aug-20,Sunday
13,39.385061,-76.665033,0:00,10:30,Home,Female,24,17-Aug-20,Monday
13,39.351307,-76.619701,10:45,14:00,School,Female,24,17-Aug-20,Monday
13,39.351307,-76.619701,14:10,14:20,Food,Female,24,17-Aug-20,Monday
13,39.351307,-76.619701,14:30,17:50,School,Female,24,17-Aug-20,Monday
13,39.385061,-76.665033,18:00,23:59,Home,Female,24,17-Aug-20,Monday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,18-Aug-20,Tuesday
13,39.351307,-76.619701,10:10,15:50,School,Female,24,18-Aug-20,Tuesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,18-Aug-20,Tuesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,19-Aug-20,Wednesday
13,39.281753,-76.578189,10:40,12:30,Food,Female,24,19-Aug-20,Wednesday
13,39.277202,-76.572733,12:45,13:15,Food,Female,24,19-Aug-20,Wednesday
13,39.351307,-76.619701,13:50,15:50,School,Female,24,19-Aug-20,Wednesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,19-Aug-20,Wednesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,20-Aug-20,Thursday
13,39.351307,-76.619701,10:10,15:30,School,Female,24,20-Aug-20,Thursday
13,39.29658,-76.592495,16:00,23:00,Work,Female,24,20-Aug-20,Thursday
13,39.385061,-76.665033,23:15,23:59,Home,Female,24,20-Aug-20,Thursday
13,39.385061,-76.665033,0:00,11:45,Home,Female,24,21-Aug-20,Friday
13,39.403916,-76.599308,12:00,12:38,Shopping,Female,24,21-Aug-20,Friday
13,39.385061,-76.665033,12:57,15:00,Home,Female,24,21-Aug-20,Friday
13,39.351307,-76.619701,15:15,17:30,School,Female,24,21-Aug-20,Friday
13,39.385061,-76.665033,17:40,19:15,Home,Female,24,21-Aug-20,Friday
13,39.276234,-76.614674,19:40,21:10,Food,Female,24,21-Aug-20,Friday
13,39.276284,-76.614138,21:12,22:00,Food,Female,24,21-Aug-20,Friday
13,39.277073,-76.613075,22:07,23:00,Food,Female,24,21-Aug-20,Friday
13,39.385061,-76.665033,11:25,23:59,Home,Female,24,21-Aug-20,Friday
13,39.385061,-76.665033,0:00,6:30,Home,Female,24,22-Aug-20,Saturday
13,39.29658,-76.592495,6:45,15:00,Work,Female,24,22-Aug-20,Saturday
13,39.385061,-76.665033,3:15,20:00,Home,Female,24,22-Aug-20,Saturday
13,39.282328,-76.575643,20:30,21:37,Food,Female,24,22-Aug-20,Saturday
13,39.385061,-76.665033,22:02,23:59,Home,Female,24,22-Aug-20,Saturday
13,39.385061,-76.665033,0:00,11:30,Home,Female,24,23-Aug-20,Sunday
13,39.282949,-76.593005,12:02,13:15,Food,Female,24,23-Aug-20,Sunday
13,39.282142,-76.591766,13:32,15:15,Food,Female,24,23-Aug-20,Sunday
13,39.368574,-76.649908,15:35,15:55,Groceries,Female,24,23-Aug-20,Sunday
13,39.385061,-76.665033,16:05,23:59,Home,Female,24,23-Aug-20,Sunday
13,39.385061,-76.665033,0:00,10:30,Home,Female,24,24-Aug-20,Monday
13,39.351307,-76.619701,10:45,14:00,School,Female,24,24-Aug-20,Monday
13,39.351307,-76.619701,14:10,14:20,Food,Female,24,24-Aug-20,Monday
13,39.351307,-76.619701,14:30,17:50,School,Female,24,24-Aug-20,Monday
13,39.385061,-76.665033,18:00,23:59,Home,Female,24,24-Aug-20,Monday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,25-Aug-20,Tuesday
13,39.351307,-76.619701,10:10,15:50,School,Female,24,25-Aug-20,Tuesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,25-Aug-20,Tuesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,26-Aug-20,Wednesday
13,39.281753,-76.578189,10:40,12:30,Food,Female,24,26-Aug-20,Wednesday
13,39.277202,-76.572733,12:45,13:15,Food,Female,24,26-Aug-20,Wednesday
13,39.351307,-76.619701,13:50,15:50,School,Female,24,26-Aug-20,Wednesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,26-Aug-20,Wednesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,27-Aug-20,Thursday
13,39.351307,-76.619701,10:10,15:30,School,Female,24,27-Aug-20,Thursday
13,39.29658,-76.592495,16:00,23:00,Work,Female,24,27-Aug-20,Thursday
13,39.385061,-76.665033,23:15,23:59,Home,Female,24,27-Aug-20,Thursday
13,39.385061,-76.665033,0:00,11:45,Home,Female,24,28-Aug-20,Friday
13,39.403916,-76.599308,12:00,12:38,Shopping,Female,24,28-Aug-20,Friday
13,39.385061,-76.665033,12:57,15:00,Home,Female,24,28-Aug-20,Friday
13,39.351307,-76.619701,15:15,17:30,School,Female,24,28-Aug-20,Friday
13,39.385061,-76.665033,17:40,19:15,Home,Female,24,28-Aug-20,Friday
13,39.276234,-76.614674,19:40,21:10,Food,Female,24,28-Aug-20,Friday
13,39.276284,-76.614138,21:12,22:00,Food,Female,24,28-Aug-20,Friday
13,39.277073,-76.613075,22:07,23:00,Food,Female,24,28-Aug-20,Friday
13,39.385061,-76.665033,11:25,23:59,Home,Female,24,28-Aug-20,Friday
13,39.385061,-76.665033,0:00,6:30,Home,Female,24,29-Aug-20,Saturday
13,39.29658,-76.592495,6:45,15:00,Work,Female,24,29-Aug-20,Saturday
13,39.385061,-76.665033,3:15,20:00,Home,Female,24,29-Aug-20,Saturday
13,39.282328,-76.575643,20:30,21:37,Food,Female,24,29-Aug-20,Saturday
13,39.385061,-76.665033,22:02,23:59,Home,Female,24,29-Aug-20,Saturday
13,39.385061,-76.665033,0:00,11:30,Home,Female,24,30-Aug-20,Sunday
13,39.282949,-76.593005,12:02,1:15,Food,Female,24,30-Aug-20,Sunday
13,39.282142,-76.591766,1:32,15:15,Food,Female,24,30-Aug-20,Sunday
13,39.368574,-76.649908,3:35,3:55,Groceries,Female,24,30-Aug-20,Sunday
13,39.385061,-76.665033,4:05,23:59,Home,Female,24,30-Aug-20,Sunday
13,39.385061,-76.665033,0:00,10:30,Home,Female,24,31-Aug-20,Monday
13,39.351307,-76.619701,10:45,2:00,School,Female,24,31-Aug-20,Monday
13,39.326773,-76.619226,2:10,2:20,Food,Female,24,31-Aug-20,Monday
13,39.351307,-76.619701,2:30,17:50,School,Female,24,31-Aug-20,Monday
13,39.385061,-76.665033,18:00,23:59,Home,Female,24,31-Aug-20,Monday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,1-Sep-20,Tuesday
13,39.351307,-76.619701,10:10,15:50,School,Female,24,1-Sep-20,Tuesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,1-Sep-20,Tuesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,2-Sep-20,Wednesday
13,38.900135,-77.044598,11:15,12:00,Food,Female,24,2-Sep-20,Wednesday
13,38.905086,-77.038236,12:20,13:20,Entertainment,Female,24,2-Sep-20,Wednesday
13,38.881053,-77.026616,13:45,15:15,Food,Female,24,2-Sep-20,Wednesday
13,38.883972,-77.029179,15:30,16:30,Entertainment,Female,24,2-Sep-20,Wednesday
13,38.879926,-77.025768,16:45,18:00,Food,Female,24,2-Sep-20,Wednesday
13,38.880068,-77.02542,18:01,18:30,Shopping,Female,24,2-Sep-20,Wednesday
13,39.385061,-76.665033,20:00,23:59,Home,Female,24,2-Sep-20,Wednesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,3-Sep-20,Thursday
13,39.351307,-76.619701,10:10,3:30,School,Female,24,3-Sep-20,Thursday
13,39.29658,-76.592495,16:00,23:00,Work,Female,24,3-Sep-20,Thursday
13,39.385061,-76.665033,11:15,23:59,Home,Female,24,3-Sep-20,Thursday
13,39.385061,-76.665033,0:00,11:45,Home,Female,24,4-Sep-20,Friday
13,39.403916,-76.599308,12:00,12:38,Shopping,Female,24,4-Sep-20,Friday
13,39.385061,-76.665033,12:57,3:00,Home,Female,24,4-Sep-20,Friday
13,39.351307,-76.619701,3:15,5:30,School,Female,24,4-Sep-20,Friday
13,39.385061,-76.665033,5:40,7:15,Home,Female,24,4-Sep-20,Friday
13,39.276234,-76.614674,7:40,9:10,Food,Female,24,4-Sep-20,Friday
13,39.276284,-76.614138,9:12,10:00,Food,Female,24,4-Sep-20,Friday
13,39.277073,-76.613075,10:07,11:00,Food,Female,24,4-Sep-20,Friday
13,39.385061,-76.665033,11:25,23:59,Home,Female,24,4-Sep-20,Friday
13,39.385061,-76.665033,0:00,6:30,Home,Female,24,5-Sep-20,Saturday
13,39.29658,-76.592495,6:45,3:00,Work,Female,24,5-Sep-20,Saturday
13,39.385061,-76.665033,3:15,20:00,Home,Female,24,5-Sep-20,Saturday
13,39.282328,-76.575643,20:20,21:37,Food,Female,24,5-Sep-20,Saturday
13,39.385061,-76.665033,22:02,23:59,Home,Female,24,5-Sep-20,Saturday
13,39.385061,-76.665033,0:00,11:30,Home,Female,24,6-Sep-20,Sunday
13,39.282949,-76.593005,12:02,13:15,Food,Female,24,6-Sep-20,Sunday
13,39.282142,-76.591766,13:32,15:15,Food,Female,24,6-Sep-20,Sunday
13,39.368574,-76.649908,15:35,15:55,Groceries,Female,24,6-Sep-20,Sunday
13,39.385061,-76.665033,16:05,23:59,Home,Female,24,6-Sep-20,Sunday
13,39.385061,-76.665033,0:00,10:30,Home,Female,24,6-Sep-20,Sunday
13,39.351307,-76.619701,10:45,14:00,School,Female,24,6-Sep-20,Sunday
13,39.326773,-76.619226,14:10,14:20,Food,Female,24,7-Sep-20,Monday
13,39.351307,-76.619701,14:30,17:50,School,Female,24,7-Sep-20,Monday
13,39.385061,-76.665033,18:00,23:59,Home,Female,24,7-Sep-20,Monday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,7-Sep-20,Monday
13,39.351307,-76.619701,10:10,15:50,School,Female,24,7-Sep-20,Monday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,8-Sep-20,Tuesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,8-Sep-20,Tuesday
13,39.281753,-76.578189,10:40,12:30,Food,Female,24,8-Sep-20,Tuesday
13,39.277202,-76.572733,12:45,13:15,Food,Female,24,9-Sep-20,Wednesday
13,39.351307,-76.619701,13:50,15:50,School,Female,24,9-Sep-20,Wednesday
13,39.385061,-76.665033,16:00,23:59,Home,Female,24,9-Sep-20,Wednesday
13,39.385061,-76.665033,0:00,10:00,Home,Female,24,9-Sep-20,Wednesday
13,39.351307,-76.619701,10:10,15:30,School,Female,24,9-Sep-20,Wednesday
13,39.29658,-76.592495,16:00,23:00,Work,Female,24,9-Sep-20,Wednesday
13,39.385061,-76.665033,23:15,23:59,Home,Female,24,10-Sep-20,Thursday
13,39.385061,-76.665033,0:00,11:45,Home,Female,24,10-Sep-20,Thursday
